WKT,gid,addr:housename,addr:housenumber,aeroway,amenity,brand,building,disused,layer,name,operator,ref,tourism
"POINT (-61.1420482 -31.6084606993769)","4100861638",,,,hospital,,,,,S.A.M.Co.,,,
"POINT (-61.0824725 -31.5546544993729)","4097776586",,"702",,hospital,,,,,Samco,,,
"POINT (-60.280432 -29.8858170993204)","2909244678",,,,hospital,,,,,Hogar de Ancianos,,,
"POINT (-60.3610266 -30.2251218993202)","2933180917",,,,hospital,,,,,Samco La Criolla,,,
"POINT (-57.8569495 -30.4180120993225)","4879047492",,,,hospital,,,,,,,,
"POINT (-57.9648777 -30.6196449993268)","4879080095",,,,hospital,,,,,,,,
"POINT (-57.9620461 -30.6166738993267)","3103362851",,,,hospital,,,,,Hospital Mocoretá,,,
"POINT (-57.6240057 -30.2531388993204)","2983201795",,,,hospital,,,,,,,,
"POINT (-58.0487443 -29.7888320993215)","4144474489",,"859",,hospital,,,,,Emergencias Médicas EMECUR,,,
"POINT (-58.6278455 -28.2588758993916)","9531176652",,"750",,hospital,,,,,Maria Auxiliadora,,,
"POINT (-58.122656 -28.2668119993909)","2414622647",,,,hospital,,,,,Hospital Santa Rosa,,,
"POINT (-57.8943791 -28.3915912993818)","5115911678",,,,hospital,,,,,Hospital Inmaculada Concepción,,,
"POINT (-58.0787381 -29.1892948993373)","9531166718",,"1050",,hospital,,,,,Hospital Las Mecedes,,,
"POINT (-57.1703183 -28.5380726993717)","7132356359",,,,hospital,,,,,Hospital de Carlos Pellegrini,Municipalidad de Carlos Pellegrini,,
"POINT (-57.5945338 -27.9982887994126)","5653980304",,,,hospital,,,,,Hospital José Ramón Vidal,,,
"POINT (-57.621724 -27.7483397994349)","2922789023",,"253",,hospital,,,,,San Vicente de Paul,,,
"POINT (-57.2752551 -27.7637714994335)","5652603044",,,,hospital,,,,,Hospital Doctor José Rodolfo Piñeiro Loreto,,,
"POINT (-58.7399947 -27.5818549994509)","5127539105",,,,hospital,,,,,Presidente Raúl Alfonsín,Ministerio de Salud Pública de Corrientes,,
"POINT (-58.8419479 -27.5023551994588)","5860943480",,,,hospital,,,,,SAPS XXIX B° Santa Marta,,,
"POINT (-58.8471747 -27.4943833994597)","7514712581",,,,hospital,,,,,SAPS XXX - Dr. Calmanash (B° Quilmes),,,
"POINT (-58.8522178 -27.4888414994602)","5065359610",,,,hospital,,,,,"SAPS XXXI ""Dr. Blugerman"" B° Virgen de Los Dolores",,,
"POINT (-58.834732 -27.471680599462)","7490568102",,"1334",,hospital,,hospital,,,Instituto de Cardiología de Corrientes,,,
"POINT (-58.822495 -27.4777399994613)","7160773485",,"2310",,hospital,,,,,Familia Bercomat,,,
"POINT (-58.549449 -27.5045163994586)","9531147784",,,,hospital,,,,,Hospital Provincial,,,
"POINT (-58.5115957 -27.3766357994718)","9604556294",,,,hospital,,,,,Julio O. Rivero,Gobierno de Corrientes,,
"POINT (-58.5757325 -27.3203778994777)","2717272692",,"555",,hospital,,,,,Hospital Doctor Cicconeti,,,
"POINT (-58.9808823 -27.4474433994644)","1589583398",,,,hospital,,,,,FemeChaco,,,
"POINT (-59.2323133 -27.2548035994847)","9600044599",,,,hospital,,,,,Centro De Salud Enfernero Nicolas Lavagno,,,
"POINT (-59.8650648 -28.8744083993518)","4475422684",,,,hospital,,,,,SAMCo,"Batista, Walter D.",,
"POINT (-60.7418909 -27.5756687994515)","7501332723",,,,hospital,,,,,,,,
"POINT (-60.9103251 -27.6829530994411)","5133881075",,"155",,hospital,,,,,Hospital Coronel Du Graty,,,
"POINT (-63.512133 -27.2768947994823)","7365533692",,,,hospital,,,,,Hospital Distrital Bandera Bajada - Dr. Miguel Canllo,,,
"POINT (-63.4347144 -27.9299649994185)","7435661105",,,,hospital,,,,,Hospital Distrital Suncho Corral,,,
"POINT (-63.4257175 -27.9417896994175)","9812772595",,,,hospital,,,,,,,,
"POINT (-63.5406733 -28.1527518993998)","7435661122",,,,hospital,,,,,Hospital De Transito Garza,,,
"POINT (-62.6125408 -27.9601483994159)","7435661108",,,,hospital,,,,,Hospital De Transito Vilelas,,,
"POINT (-61.772541 -29.2309826993357)","2607498456",,,,hospital,,,,,Clínica del Norte,,,
"POINT (-61.9455523 -29.8776426993205)","4370142612",,"293",,hospital,,,,,HOSPITAL SAMCO CERES,,,
"POINT (-61.2282028 -30.308111899321)","1403193925",,"1456",,hospital,,,,,Hospital De San Cristobal Don Julio Cesar Villanueva,,,
"POINT (-61.4939831 -31.2514194993532)","7502113748",,"227",,hospital,,,,,Sanatorio Moreno,,,
"POINT (-61.4929067 -31.2521063993533)","7502004818",,"25",,hospital,,,,,Sanatorio Parra,,,
"POINT (-62.0656167 -31.013115399341)","1599320576",,"238",,hospital,,,,,Clinica Vivir,,,
"POINT (-62.1101587 -31.2085511993508)","4229586982",,Nº 1,,hospital,,,,,Dispensario,Dra. Mariana Mansilla,,
"POINT (-61.9614783 -30.5365135993248)","4097231514",,"365",,hospital,,,,,Hospital Nivel III Doctor Fernandez,,,
"POINT (-61.9163896 -30.3584946993216)","5184264068",,"60",,hospital,,,,,Servicio para la Asistencia Médica a la Comunidad de San Guillermo,,,
"POINT (-62.6732765 -30.9146158993367)","2598409395",,,,hospital,,,,,Sanatorio,,,
"POINT (-62.926222 -31.2464760993529)","4114172271",,,,hospital,,,,,Dispensario comunal,,,
"POINT (-64.0621002 -30.7047109993292)","3418674499",,"50",,hospital,,,,,Hospital Municipal,,,
"POINT (-64.2746053 -31.2560990993535)","7820630045",,"2188",,hospital,,,,,,,,
"POINT (-64.3171821 -31.2155873993512)","3738375019",,,,hospital,,,,,Dispensario Municipal,,,
"POINT (-64.3504201 -31.2153758993512)","4210936488",,,,hospital,,,,,,,,
"POINT (-64.3206411 -31.2346068993523)","3756734462",,,,hospital,,,,,Hospital Provincial de Unquillo,,,
"POINT (-64.4646765 -31.2785046993548)","4107844537",,,,hospital,,,,,Dispensario municipal centro,,,
"POINT (-64.5042474 -30.9257344993372)","1903130642",,,,hospital,,,,,Sala De Salud,,,
"POINT (-64.5253231 -30.8567134993344)","5080607069",,,,hospital,,,,,Gistas,,,
"POINT (-65.3893992 -30.6384035993273)","9200272715",,,,hospital,,,,,Hospital Municipal Doctor Alfredo Panzeri,,,
"POINT (-65.064798 -29.2737260993341)","3552620748",,,,hospital,,,,,Hospital Sanitario Zonal Doctor Liborio Forte,,,
"POINT (-65.7700064 -28.4429938993782)","2564326447",,,,hospital,,,,,Posta Sanitaria,,,
"POINT (-65.7859886 -28.474904099376)","580269641",,,,hospital,,,,,Hospital Sanitario Interzonal De Niños Eva Perón,,,
"POINT (-65.7746917 -28.4785418993757)","991049299",,"847",,hospital,,,,,Clínica de Psicoterapia Fernandez,,,
"POINT (-64.2534189 -27.7987671994303)","3442028058",,"1520",,hospital,,,,,Hospital Oftalmológico Enrique de Maria,,,
"POINT (-64.2542018 -27.7893598994311)","5204271821",,"336",,hospital,,,,,ANEXO MITRE - Sanatorio Norte,,,
"POINT (-64.2733716 -27.779266599432)","8758372069",,"1087",,hospital,,,,,Centro Provincial de Salud Infantil,,,
"POINT (-64.242268 -27.7322809994364)","7404049740",,"18",,hospital,,,,,Hospital Zonal De Niños Dr. Francisco Jose Viano,,,
"POINT (-65.2525988 -27.6429952994449)","7346729164",,,,hospital,,,,,Hospital Dr. Ramon H. Maza,,,
"POINT (-65.1663349 -27.9539549994164)","7387171240",,,,hospital,,,,,Hospital Distrital San Pedro De Guasayan Dr. Octavio Carabajal,,,
"POINT (-65.5855195 -27.7606286994338)","5378655152",,,,hospital,,,,,Hospital Mario V. Stivala,,,
"POINT (-65.6613766 -28.1563986993995)","1838335839",,,,hospital,,,,,,,,
"POINT (-65.7861785 -28.187963499397)","3304323714",,,,hospital,,,,,Posta Sanitaria,,,
"POINT (-65.7927084 -28.1652026993988)","3308009640",,,,hospital,,,,,Posta Sanitaria,,,
"POINT (-65.8769397 -28.2128790993951)","2104981129",,,,hospital,,,,,,,,
"POINT (-65.727636 -27.8822507994227)","7387171239",,,,hospital,,,,,Establecimiento Sanitario Distrital Hospital De Balcozna,,,
"POINT (-65.6822884 -27.4768468994614)","7342856062",,,,hospital,,,,,Hospital Santa Ana,,,
"POINT (-65.62432 -27.5845672994507)","7346823022",,"850",,hospital,,,,,Hospital Juan B. Alberdi,,,
"POINT (-65.1361196 -26.6792583995511)","7404049739",,,,hospital,,,,,Hospital El Timbo,,,
"POINT (-65.2645079 -26.7425537995434)","4232761085",,,,hospital,,,,,Policlínica Pedro Solorzano,,,
"POINT (-65.2598796 -26.7300878995449)","4232774888",,"490",,hospital,,,,,Policlínica Tafí Viejo,,,
"POINT (-65.2371296 -26.7907206995376)","4894628291",,,,hospital,,,,,CAPS Villa Muñecas,,,
"POINT (-65.1993652 -26.8272984995332)","4109582871",,,,hospital,,,,,Sanatorio Argentino,,,
"POINT (-64.640459 -26.0477219996321)","7404049735",,,,hospital,,,,,Hospital Dr. Ricardo Salinas Reto,,,
"POINT (-64.3083417 -26.093365299626)","7404049736",,,,hospital,,,,,Hospital De Transito El Mojon,,,
"POINT (-63.7047664 -26.1200097996225)","7404158661",,,,hospital,,,,,Hospital De Transito San Jose Del Boqueron,,,
"POINT (-64.0237464 -25.334691699731)","7404158670",,,,hospital,,,,,Hospital Dr. Enrique Romero,,,
"POINT (-65.3844021 -24.6068491998365)","2063107849",,,,hospital,,,,,Hospital Base Enfermera Corina Adela Bustamante,,,
"POINT (-65.422324 -24.7689899998128)","4378354081",,"1500",,hospital,,,,,Hospital Militar,,,
"POINT (-65.3983337 -24.7894082998098)","7404158660",,,,hospital,,,,,Hospital De Endocrinologia Y Metabolismo Dr Arturo Oñativia,,,
"POINT (-65.4029334 -24.7657952998133)","5025878525",,"93",,hospital,,,,,Hospital Privado Tres Cerrito,,,
"POINT (-65.3982095 -24.829193299804)","4374766237",,"484",,hospital,,,,,Centro de Salud N° 52 Santa Cecilia,,,
"POINT (-65.4834673 -24.904844299793)","2241421541",,"352",,hospital,,,,,Hospital Santa Teresita,,,
"POINT (-65.3323455 -24.3697330998712)","2445210956",,,,hospital,,,,,,,,
"POINT (-65.2850616 -24.2078402998949)","1978230116",,"1699",,hospital,,,,,CAPS Centro de Salud Coronel Arias,,,
"POINT (-58.2789814 -34.810282099849)","7502391946",,,,hospital,,,,,Clinica Medica Privada Modelo De Florencio Varela S.a.,Privado,,
"POINT (-58.2716602 -34.8149727998499)","2229508175",,,,hospital,,,,,Sanatorio Santa Clara Florencio Varela,Privado,,
"POINT (-58.2700262 -34.8219211998514)","4209989501",,,,hospital,,,,,Centro Médico,,,
"POINT (-58.2698192 -34.8217183998513)","4955196122",,,,hospital,,,,,,,,
"POINT (-58.2696242 -34.8215823998513)","4955202721",,,,hospital,,,,,,,,
"POINT (-58.2722958 -34.8193834998508)","4955202621",,,,hospital,,,,,Hospital Mi Pueblo,,,
"POINT (-58.2726594 -34.8182078998506)","4209989500",,,,hospital,,,,,"Laboratorio ""Bottega""",,,
"POINT (-58.0335857 -34.86325809986)","1300450714",,,,hospital,,,,,Centro de Salud N 38 - Barrio Savoia,,,
"POINT (-58.0182948 -34.8853762998647)","2173755468",,,,hospital,,,,,Enfermería,,,
"POINT (-58.0187419 -34.872810499862)","1312672582",,,,hospital,,,,,Centro de Salud N 28,,,
"POINT (-58.0186759 -34.9257767998732)","3817121716",,,,hospital,,,,,"Hospital Subzonal Especializado ""Dr. Ramos Mejía""",,,
"POINT (-58.0445314 -34.9366362998755)","3680500066",,,,hospital,,,,,Hospital José Ingenieros,,,
"POINT (-58.0201694 -34.9694044998824)","9858187150",,,,hospital,,,,,Centro Olmos Salud,,,
"POINT (-58.0390526 -34.9961235998881)","5128717421",,,,hospital,,,,,San Lucas,,,
"POINT (-58.6546097 -33.7164225996402)","3849356728",,,,hospital,,,,,Hospital Paranacito,,,
"POINT (-58.7038741 -32.6233145994781)","5683536961",,,,hospital,,,,,,,,
"POINT (-58.7456238 -32.3972520994513)","9194601568",,"744",,hospital,,,,,Andrés Zaninetti,,,
"POINT (-58.0149145 -31.3217249993574)","3868969526",,,,hospital,,,,,Centro de Salud Sala de Primeros Auxilios Villa Zorraquin,,,
"POINT (-60.0044712 -31.8658092993978)","2429369427",,,no,hospital,,,,,Hospital Castilla Mira,,,
"POINT (-59.6990442 -32.1272655994224)","3739594971",,,,hospital,,,,,centro de salud,,,
"POINT (-59.3974308 -32.1731786994271)","5057047822",,,,hospital,,,,,Centro De Salud Doctor Hector Vicario,,,
"POINT (-60.3952919 -32.4432545994566)","4707428353",,,,hospital,,,,,Centro de Salud Juan C. Manassero,min salud Entre Rios,,
"POINT (-60.1529123 -32.6289887994788)","3361872368",,"349",,hospital,,,,,Hospital Fermin Salaberry,cbmaps.com.ar,,
"POINT (-60.1567284 -32.630714699479)","4694444336",,,,hospital,,,,,Hospital Geriatrico Domingo Cúneo,cbmaps.com.ar,,
"POINT (-60.1585788 -32.6204126994778)","3361872369",,"50",,hospital,,,,,Policlínico Victoria,,,
"POINT (-60.5001184 -33.1599193995512)","7502569358",,,,hospital,,,,,SAMCo General San Martin,Provincia de Santa Fe,,
"POINT (-60.5115983 -33.1561391995507)","7503253049",,"663",,hospital,,,,,Clínica Doctor Maiorano,,,
"POINT (-60.6912714 -32.9004343995143)","7501332137",,"1365",,hospital,,,,,Sanatorio Norte,,,
"POINT (-60.7719147 -32.9975423995278)","7501554049",,"1602",,hospital,,,,,Clínica del Litoral,,,
"POINT (-60.700505 -32.9323389995186)","5540925664",,"5627",,hospital,,,,,Centro de Salud 27 Ramón Carrillo,Provincia de Santa Fe,,
"POINT (-60.640687 -32.9694349995238)","7340840684",,"867",,hospital,,,,,La Estación,Municipio de Rosario,,
"POINT (-60.829703 -33.2404686995633)","7502601419",,"303",,hospital,,,,,Hospital María Saa Pereyra,Provincia de Santa Fe,,
"POINT (-60.80575 -33.1320036995471)","3346644674",,"880",,hospital,,,,,SAMCo Álvarez,Provincia de Santa Fe,,
"POINT (-60.7951533 -33.1084172995436)","1110010342",,,,hospital,,,,,Centro de Salud Comunal de Piñero,Comuna de Piñero,,
"POINT (-61.169064 -33.0474113995348)","1877489974",,,,hospital,,,,,Sanatorio Regional,,,
"POINT (-61.1682414 -32.5872804994737)","1875382493",,,,hospital,,,,,Clinica 9 de julio,,,
"POINT (-61.1662044 -32.5824291994731)","1841600963",,"550",,hospital,,,,,Samco Totoras,,,
"POINT (-61.1638295 -32.5840732994733)","1875382480",,,,hospital,,,,,Sanatorio Regional,,,
"POINT (-60.7452233 -32.7344699994922)","4091103607",,"1652",,hospital,,,,,Dispensario Capitán Bermúdez,,,
"POINT (-61.2187081 -32.0322893994131)","1877875042",,"303",,hospital,,,,,Sanatorios Integrados,,,
"POINT (-60.5185066 -31.7674179993894)","4257597989",,,,hospital,,,,,,,,
"POINT (-60.4932665 -31.7448528993876)","4131820072",,,,hospital,,,,,,,,
"POINT (-60.5231238 -31.7406541993872)","4382790291",,,,hospital,,,,,Hospital San Martin-Guardia,,,
"POINT (-60.7483696 -31.5604756993733)","4498746541",,,,hospital,,,,,,,,
"POINT (-60.7249312 -31.6531244993803)","7412993974",,"3738",,hospital,,,,,Hospital de Rehabilitación Doctor Vera Candioti,Provincia de Santa Fe,,
"POINT (-60.6998592 -31.6408986993793)","3814151870",,"3108",,hospital,,,,,"Centro de Alergia, Asma e Inmunidad",,,
"POINT (-60.6998051 -31.6410091993793)","3814151869",,"3106",,hospital,,,,,Centro Odontológico Privado,COP Salud,,
"POINT (-60.7003407 -31.6415412993794)","3902948803",,,,hospital,,,,,Sanatorio Santa Fe,,,
"POINT (-60.7029448 -31.6405975993793)","3723554428",,,,hospital,,,,,Sanatorio Mayo,,,
"POINT (-60.9364683 -31.4421978993651)","3740202585",,,,hospital,,,,,Hospital S.A.M.Co.,,,
"POINT (-60.8872499 -31.1230151993463)","2954161742",,"471",,hospital,,,,,Samco,,,
"POINT (-60.7596941 -31.264597399354)","2952485731",,,,hospital,,,,,Samco,,,
"POINT (-60.3033696 -30.3450971993214)","3739749221",,,,hospital,,,,,Centro asistencial (S.A.M.C.O),,,
"POINT (-60.5218954 -30.3467057993214)","4368635169",,,,hospital,,,,,SAMCO,enfermera,,
"POINT (-60.7464494 -30.5407243993249)","3735266389",,,,hospital,,yes,,,Centro Asistencial,,,
"POINT (-60.9124963 -30.6209267993269)","5506627079",,,,hospital,,,,,Centro de Salud samco,,,
"POINT (-60.3772091 -29.5810375993251)","2920435922",,,,hospital,,,,,Samco La Gallareta,,,
"POINT (-59.529815 -30.0061180993197)","3225447894",,,,hospital,,,,,Hospital San Roque,,,
"POINT (-59.7505391 -29.505476699327)","7495326127",,"1168",,hospital,,,,,Samco Romang,,,
"POINT (-59.2179073 -31.2384178993525)","4903045468",,,,hospital,,,,,Hospital Crispin Velázquez,,,
"POINT (-58.7454154 -30.9547420993384)","7296853985",,,,hospital,,,,,Hospital Colonia Dr. Raul Caminos,,,
"POINT (-58.7574707 -30.3780890993219)","4371838389",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-58.7414746 -30.386901799322)","4371683611",,,,hospital,,,,,Hospital Gral. Francisco Ramirez,,,
"POINT (-58.3117906 -30.3397820993213)","3226297273",,,,hospital,,,,,Hospital San Vicente,,,
"POINT (-58.1939631 -31.1674115993486)","9499474540",,"366",,hospital,,,,,Centro de Atención Primaria de la Salud,,,
"POINT (-56.6471499 -29.1728784993379)","5118110277",,,,hospital,,,,,Hospital San Antonio de Padua,,,
"POINT (-56.5499502 -29.0927506993413)","2127242885",,"1248",,hospital,,,,,Hospital Doctor Miguel Sussini,Hospital Doctor Miguel Sussini,,
"POINT (-56.5530235 -29.0862876993416)","5370567537",,,,hospital,,,,,CAPS hugo Piedrabuena,CAPS hugo Piedrabuena,,
"POINT (-56.5410206 -29.0875700993415)","5370590666",,,,hospital,,,,,CAPS Nicolas Luca,CAPS Nicolas Luca,,
"POINT (-57.337272 -27.4247525994668)","4200741924",,,,hospital,,,,,Hospital Inmaculada Concepción,,,
"POINT (-57.5288785 -27.550817699454)","4376620590",,"812",,hospital,,,,,Hospital Juan Ramón Vidal,,,
"POINT (-58.2483621 -27.2741420994826)","4240311298",,,,hospital,,,,,Hospital Dres Garcia,,,
"POINT (-58.2348311 -28.040749599409)","5125005043",,"450",,hospital,,,,,Hospital San Antonio,,,
"POINT (-58.8106215 -27.4720746994619)","9530681301",,,,hospital,,,,,Ángela Iglesias De Llano,,,
"POINT (-58.7666244 -27.4576866994634)","9775806480",,,,hospital,,,,,CAPS 17 Margarita Barreto de Piragine Niveyro,,,
"POINT (-58.5555856 -27.5171063994574)","9531143516",,"1150",,hospital,,,,,Hospital Psiquiatrico Eugenio F. Ramirez,,,
"POINT (-59.1524315 -27.2737197994827)","1933585771",,,,hospital,,,,,,,,
"POINT (-59.0248622 -27.2748697994825)","10204213167",,,,hospital,,,,,Puesto Sanitario Colonia Amadeo,,,
"POINT (-58.9821516 -27.4578686994634)","1728971716",,"180",,hospital,,,,,Sanatorio Antártida,Privado,,
"POINT (-58.9819811 -27.4577633994634)","1728971682",,"168",,hospital,,,,,FemeChaco Salud,,,
"POINT (-58.9796749 -27.4531135994638)","1605949134",,"266",,hospital,,,,,Sanatorio La Sagrada Familia,,,
"POINT (-58.97668 -27.4488572994643)","2021202407",,"421",,hospital,,,,,Sanatorio Palacio,,,
"POINT (-58.9495392 -27.4842126994607)","7527835700",,"4202",,hospital,,,,,Clinica Klinic,Clinica Klinic S.R.L.,,
"POINT (-59.2583489 -28.3481220993849)","2558011700",,"450",,hospital,,,,,SAMCO Las Toscas,,,
"POINT (-59.448598 -28.2410092993929)","2349898010",,,,hospital,,,,,Carlos Harteneck,,,
"POINT (-59.2611253 -29.170797099338)","5611313321",,,,hospital,,,,,Emergencia Belgrano,,,
"POINT (-59.6566944 -29.1569522993386)","5211463739",,ruta 11,,hospital,,,,,Nuevo Hospital de Reconquista,Provincia de Santa Fe,,
"POINT (-59.6118658 -28.4975387993744)","4407131792",,,,hospital,,,,,Samco Villa Ana,,,
"POINT (-61.1881651 -28.0185906994109)","3818183961",,,,hospital,,,,,Sala de 1° auxilios,,,
"POINT (-60.3919487 -27.520849199457)","1931690647",,,,hospital,,,,,Centro De Salud,,,
"POINT (-60.7096822 -27.2856254994814)","4214598029",,"245",,hospital,,,,,Hospital José Ingenieros,,,
"POINT (-60.8693433 -27.2558694994846)","2028010206",,,,hospital,,,,,Puesto Sanitario,,,
"POINT (-61.2783909 -27.3300854994767)","2015823953",,,,hospital,,,,,Hospital Isaac Wasman,,,
"POINT (-61.4776683 -27.4235665994669)","1933580320",,,,hospital,,,,,Hospital Enrique Acerbo,,,
"POINT (-61.6790276 -27.4870247994604)","4110757745",,,,hospital,,,,,Puesto Sanitario,,,
"POINT (-61.3225722 -27.4859638994605)","2017264987",,,,hospital,,,,,Sala Primeros Auxilios,,,
"POINT (-61.3457572 -27.6040925994487)","2017264652",,,,hospital,,,,,Hospital Doctor Artemio Zeno,,,
"POINT (-62.5826165 -27.3209806994776)","7435661113",,,,hospital,,,,,Hospital De Transito Weisburd,,,
"POINT (-63.4303334 -28.8044710993556)","7435661109",,,,hospital,,,,,Hospital Distrital Villa Salavina Dr. Albert Schweitzer,,,
"POINT (-63.4495893 -28.9862461993462)","7370303505",,,,hospital,,,,,Hospital De Transito Los Telares,,,
"POINT (-62.6511989 -29.1398353993393)","7435661119",,,,hospital,,,,,Hospital Zonal Pinto,,,
"POINT (-62.1272956 -28.9872148993461)","7435661110",,,,hospital,,,,,Hospital De Transito Guardia Escolta,,,
"POINT (-61.4709828 -31.2308287993521)","4890329344",,,,hospital,,,,,Centro Integrador Comunitario (CIC),,,
"POINT (-61.501324 -31.2444187993528)","4890079910",,"737",,hospital,,,,,Hospital SAMCo Doctor Jaime Ferré,Provincia de Santa Fe,,
"POINT (-62.0189486 -30.7079927993293)","3725336064",,"1270",,hospital,,,,,Hospital Municipal José Sauret,,,
"POINT (-62.0051719 -30.7039177993292)","7576376351",,"210",,hospital,,,,,Sanatorio San Roque,,,
"POINT (-63.4090304 -31.157059599348)","4092631130",,"548",,hospital,,,,,Hospital Ramón B. Mestre,"03574480912",,
"POINT (-63.4076671 -30.7835985993318)","4374952794",,"1150",,hospital,,,,,Hospital Municipal,Marissa Gisell,,
"POINT (-63.3548913 -29.8054683993212)","7435661115",,,,hospital,,,,,Hospital Vecinal Villa Candelaria,,,
"POINT (-63.4574125 -29.5659147993255)","7435661114",,,,hospital,,,,,Hospital De Transito Sol De Julio,,,
"POINT (-64.1083656 -30.9975259993403)","4094294832",,,,hospital,,,,,dispensario municipal,Marcela Venturini,,
"POINT (-64.1037402 -30.9794057993395)","3545593757",,,,hospital,,,,,Clinica Jesús María,,,
"POINT (-64.492375 -30.9800451993395)","2328653474",,,,hospital,,,,,Hospital Municipal La Cumbre,,,
"POINT (-64.5284328 -30.8559295993344)","3329984227",,"486",,hospital,,,,,Hospital Municipal Doctor Oscar Americo Luqui,,,
"POINT (-64.640024 -30.7842818993318)","3380577579",,,,hospital,,,,,,,,
"POINT (-64.3557617 -30.4235866993226)","5785377796",,,,hospital,,,,,Hospital Ernesto Romagosa,,,
"POINT (-65.7739116 -29.222805599336)","10001184718",,,,hospital,,,,,Mini Hospital,,,
"POINT (-65.5470945 -28.7500471993586)","1042035126",,,,hospital,,,,,Posta Municipal,,,
"POINT (-65.8891415 -28.5818821993689)","8308136317",,,,hospital,,,,,Posta Sanitaria Coneta,,,
"POINT (-65.7014691 -28.3899409993819)","7387171236",,,,hospital,,,,,Hospital San Jose de Piedra Blanca,,,
"POINT (-65.364555 -28.3130719993875)","7387171241",,,,hospital,,,,,Hospital Francisco Hurtado,,,
"POINT (-64.236392 -27.7309309994366)","7404049733",,,,hospital,,,,,Hospital Referencial Antenor Alvarez,,,
"POINT (-64.2491152 -27.8329516994271)","3736756321",,,,hospital,,,,,U.P.A N°4,,,
"POINT (-64.2641169 -27.834850999427)","3819831642",,,,hospital,,,,,Centro de Atencion Primaria 4,,,
"POINT (-64.1491992 -28.1085952994034)","5049631879",,,,hospital,,,,,Posta Sanitaria.,,,
"POINT (-63.7718304 -27.7093899994386)","7435661107",,,,hospital,,,,,Hospital De Transito La Cañada,,,
"POINT (-64.0588376 -27.823423199428)","3823790782",,,,hospital,,,,,Hospital De Transito Beltran,,,
"POINT (-64.1297257 -27.5751430994516)","7365458008",,"623",,hospital,,,,,Hospital Distrital Clodomira Dr Guillermo Rawson,,,
"POINT (-65.6217363 -27.4333790994659)","1153947634",,,,hospital,,,,,Hospital Centro de Salud de Aguilares,,,
"POINT (-65.5936796 -27.3443284994752)","6115737510",,"1567",,hospital,,,,,Clinica Martín Gaya,Diagnóstico Médico Martin Gaya S.R.L.,,
"POINT (-65.5973198 -27.3605490994735)","3752237342",,,,hospital,,,,,Centro Integrador Comunitario Concepción Sur,,,
"POINT (-65.3583064 -27.2657717994835)","7348711345",,"800",,hospital,,,,,Hospital Doctor Álvaro Gómez Llueca,,,
"POINT (-65.6951791 -27.4133405994679)","7342957373",,,,hospital,,,,,Hospital Los Sarmientos,,,
"POINT (-65.5299137 -27.0941508995024)","7360418344",,"51",,hospital,,,,,Hospital Santa Lucía,,,
"POINT (-65.495486 -27.1646032994946)","1459467041",,,,hospital,,,,,Sanatorio del Rosario,,,
"POINT (-65.4993296 -27.169377299494)","1459467043",,"255",,hospital,,,,,Sanatorio Racedo,,,
"POINT (-65.2054194 -26.8219459995339)","4038595489",,,,hospital,,,,,Sanatorio del Norte,,,
"POINT (-65.2093084 -26.8199602995341)","5403566728",,,,hospital,,,,,Luz Medica,,,
"POINT (-65.2727529 -26.8145083995348)","6241826154",,,,hospital,,,,,Caps Yerba Buena,,,
"POINT (-65.1323973 -26.796004599537)","3810570620",,,,hospital,,,,,CAPS SILVESTRE,,,
"POINT (-64.9689595 -25.4917224997088)","4425280089",,,,hospital,,,,,Hospital Del Carmen,,,
"POINT (-65.4286727 -24.7876597998101)","5225289201",,"1800",,hospital,,,,,Salita - Centro de Salud Campo Caseros,,,
"POINT (-65.4155869 -24.7714011998124)","4378353661",,"1033",,hospital,,,,,Emergencia Pediatrica,,,
"POINT (-65.3752018 -24.7991145998084)","8238445561",,,,hospital,,,,,centro de salud 18,,,
"POINT (-65.1186275 -24.3740471998706)","5370822903",,,,hospital,,,,,Hospital Dr. Arturo Zabala,karls,,
"POINT (-65.153702 -24.411801999865)","7404158671",,,,hospital,,,,,Hospital Dr. Vicente Arroyabe,,,
"POINT (-65.1978393 -24.4220643998635)","4483153121",,Localidad de San Vicente,,hospital,,,,,Puesto de Salud,Valentina Salas,,
"POINT (-65.1974239 -24.4215221998636)","4483150090",,,,hospital,,,,,Puesto de Salud,Valentina Salas,,
"POINT (-64.9698436 -24.3113894998797)","3742106933",,,,hospital,,,,,Hospital La Mendieta,,,
"POINT (-62.887736 -24.1839669998983)","7404158666",,,,hospital,,,,,Hospital Rivadavia Banda Sur,,,
"POINT (-63.1992268 -23.8972816999401)","7404158664",,,,hospital,,,,,Hospital De La Union,,,
"POINT (-63.5641037 -23.2118225000378)","3369586304",,,,hospital,,,,,Puesto Sanitario de Hickmann,,,
"POINT (-62.5939999 -23.6114528999813)","3372636585",,,,hospital,,,,,Puesto de Salud Los Blancos,,,
"POINT (-61.856344 -23.8931628999407)","9551789247",,,,hospital,,,,,Hospital Ingeniero Juárez Eva Perón,,,
"POINT (-62.0638194 -26.1320665996209)","7435661112",,,,hospital,,,,,Hospital De Transito De Los Pirpintos,,,
"POINT (-61.8139431 -26.6759636995515)","7435661118",,,,hospital,,,,,Hospital De Transito Sachayoj,,,
